nombre;marca;presentacion;precio;lugar;unidades;tipo;grupo;categoria_precio
Bebida Láctea Semidescremada con Sabor a Fresa;Yogo Yogo;1000.0;4290;Jumbo;g;Bebida;Bebidas;Medio
Bebida Láctea;Yox;100.0;1890;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea;Yox;800.0;12390;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea;Yox;400.0;6390;Jumbo;g;Bebida;Bebidas;Medio-Alto
Bebida Láctea Semidescremada con Sabor a Mora;Yogo Yogo;150.0;2490;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea Descremada con Sabor a Fresa;Finesse;1700.0;15990;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea Descremada;Finesse;180.0;2490;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea Descremada con Sabor a Melocotón;Finesse;180.0;2490;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea Descremada con Sabor a Fresa;Finesse;180.0;2490;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea Descremada con Sabor a Mora;Finesse;180.0;2232;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea Descremada con Sabor a Frutos Rojos;Finesse;180.0;2490;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea Descremada con Sabor a Frutos Rojos;Finesse;1700.0;16990;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea Descremada con Sabor a Melocotón;Finesse;1700.0;15990;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea Semidescremada con Sabor a Melocotón;Alpina;113.0;1990;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Láctea Semidescremada con Sabor a Fresa;Yogo Yogo;150.0;2490;Jumbo;g;Bebida;Bebidas;Bajo
Bebida de Aloe Vera;Best;1500.0;16990;Jumbo;ml;Bebida;Bebidas;Alto
Bebida de Aloe Vera;Best;500.0;6990;Jumbo;ml;Bebida;Bebidas;Medio-Alto
Bebida de Aloe Vera;Best;1500.0;16990;Jumbo;ml;Bebida;Bebidas;Alto
Bebida de Aloe Vera;Best;500.0;6990;Jumbo;ml;Bebida;Bebidas;Medio-Alto
Bebida de Aloe Vera sin Azúcar;Best;500.0;6990;Jumbo;ml;Bebida;Bebidas;Medio-Alto
Bebida de Aloe Vera sin Azúcar;Best;1500.0;16990;Jumbo;ml;Bebida;Bebidas;Alto
Bebida Láctea con Hojuelas Azúcaradas;Bon Yurt;170.0;2790;Jumbo;g;Bebida;Bebidas;Medio
Bebida Láctea con Muesli;Finesse;170.0;2890;Jumbo;g;Bebida;Bebidas;Medio
Bebida Láctea con Arroz Achocolatado;Bon Yurt;169.0;2790;Jumbo;g;Bebida;Bebidas;Medio
Bebida Láctea con Arroz Achocolatado;Bon Yurt;676.0;9590;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea con Hojuelas Azúcaradas;Bon Yurt;680.0;9590;Jumbo;g;Bebida;Bebidas;Alto
Bebida Láctea con Arroz Inflado;Alpina;106.0;2150;Jumbo;g;Bebida;Bebidas;Bajo
Bebida Nutricional en Polvo con Sabor a Vainilla;Bénet;2400.0;28990;Jumbo;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Vainilla;JGB;9900.0;13990;Jumbo;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Vainilla;Pediasure;5400.0;79990;Jumbo;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo con Sabor a Fresa;Bénet;2400.0;34990;Jumbo;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo;JGB;9900.0;13990;Jumbo;ml;Bebida;Bebidas;Alto
Bebida Nutricional en Polvo;JGB;4050.0;6790;Jumbo;ml;Bebida;Bebidas;Medio-Alto
Bebida Nutricional en Polvo con Sabor a Fresa;JGB;9900.0;13990;Jumbo;ml;Bebida;Bebidas;Alto
Bebida Hidratante Líquida con Sabor a Mandarina;Gatorade;1000.0;4090;Jumbo;ml;Bebida;Bebidas;Medio
Bebida Hidratante Líquida con Sabor a Uva;Gatorade;500.0;2490;Jumbo;ml;Bebida;Bebidas;Bajo
Bebida Hidratante Líquida;Squash;500.0;2190;Jumbo;ml;Bebida;Bebidas;Bajo
Bebida Hidratante Líquida;Gatorade;1500.0;6190;Jumbo;ml;Bebida;Bebidas;Medio-Alto
Bebida Hidratante Líquida con Sabor Tropical;Gatorade;1000.0;5190;Jumbo;ml;Bebida;Bebidas;Medio-Alto
Bebida Hidratante Líquida con Sabor Tropical;Gatorade;591.0;3690;Jumbo;ml;Bebida;Bebidas;Medio
Bebida Hidratante Líquida con Sabor a Maracuyá;Gatorade;500.0;2690;Jumbo;ml;Bebida;Bebidas;Medio
Bebida Hidratante Líquida con Sabor a Mandarina;Gatorade;500.0;2690;Jumbo;ml;Bebida;Bebidas;Medio
Bebida Láctea con Galleta Negra Triturada;Bon Yurt;173.0;2790;Jumbo;g;Bebida;Bebidas;Medio
Bebida Achocolatada;Sikolata;200.0;3350;D1;g;Bebida;Bebidas;Medio
Bebida Achocolatada;Mixlatti;400.0;6000;D1;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada Dietética;Mixlatti;200.0;3800;D1;g;Bebida;Bebidas;Medio
Bebida Achocolatada Dietética;Milo;200.0;6650;D1;g;Bebida;Bebidas;Medio-Alto
Bebida Achocolatada Dietética;Milo;300.0;11490;D1;g;Bebida;Bebidas;Alto
Bebida Láctea con Sabor a Fresa;Latti;1000.0;2650;D1;g;Bebida;Bebidas;Medio
Bebida Láctea;Latti;1200.0;3790;D1;g;Bebida;Bebidas;Medio
Bebida Láctea con Sabor a Fresa;Latti;200.0;690;D1;g;Bebida;Bebidas;Bajo
Bebida Láctea con Sabor a Melocotón;Latti;1000.0;2650;D1;g;Bebida;Bebidas;Medio
Bebida Láctea con Sabor a Melocotón;Latti;200.0;690;D1;g;Bebida;Bebidas;Bajo
Bebida Láctea con Sabor a Mora;Latti;1000.0;2650;D1;g;Bebida;Bebidas;Medio
Bebida Láctea con Sabor a Mora;Latti;200.0;690;D1;g;Bebida;Bebidas;Bajo
Bebida Láctea;Yox;400.0;6280;D1;g;Bebida;Bebidas;Medio-Alto
Bebida de Aloe Vera;La Penca;500.0;2690;D1;ml;Bebida;Bebidas;Medio
Bebida de Aloe Vera sin Azúcar;La Penca;500.0;2650;D1;ml;Bebida;Bebidas;Medio
Bebida de Aloe Vera;Omi;500.0;2590;D1;ml;Bebida;Bebidas;Medio
Bebida Láctea con Cereal Recubierto con Chocolate;Bon Yurt;171.0;2690;D1;g;Bebida;Bebidas;Medio
Bebida Láctea con Cereales;Bon Yurt;509.0;7490;D1;g;Bebida;Bebidas;Medio-Alto
Bebida Nutricional en Polvo;JGB;6300.0;8350;D1;ml;Bebida;Bebidas;Medio-Alto
Bebida Hidratante Líquida con Sabor a Mandarina;Drink A;600.0;1090;D1;ml;Bebida;Bebidas;Bajo
Bebida Hidratante Líquida con Sabor Tropical;Drink A;600.0;1090;D1;ml;Bebida;Bebidas;Bajo
Guacamole;Taconacho;200.0;6690;Éxito;g;Guacamole;Alimentos Frescos;Medio
Guacamole;Crachos;200.0;2990;D1;g;Guacamole;Alimentos Frescos;Bajo
Pimentón;Éxito;400.0;1200;Éxito;g;Pimentón;Alimentos Frescos;Bajo
Pimentón;de Ara;500.0;2600;Ara;g;Pimentón;Alimentos Frescos;Bajo
Chorizos Antioqueños;Éxito;1000.0;15850;Éxito;g;Chorizos;Alimentos Frescos;Alto
Chorizos Antioqueños;Zenú;500.0;13450;Éxito;g;Chorizos;Alimentos Frescos;Alto
Chorizos Antioqueños de Coctel;Zenú;300.0;13200;Éxito;g;Chorizos;Alimentos Frescos;Alto
Chorizos de Res y Cerdo de Coctel;Éxito;250.0;8010;Éxito;g;Chorizos;Alimentos Frescos;Medio-Alto
Chorizos de Ternera de Coctel;Montefrío;300.0;9200;Éxito;g;Chorizos;Alimentos Frescos;Medio-Alto
Chorizos de Res y Cerdo;Ekono;500.0;7320;Éxito;g;Chorizos;Alimentos Frescos;Medio-Alto
Chorizos de Ternera;Éxito;500.0;9720;Éxito;g;Chorizos;Alimentos Frescos;Medio-Alto
Chorizos de Ternera;Zenú;1200.0;24800;Éxito;g;Chorizos;Alimentos Frescos;Alto
Chorizos de Ternera;Zenú;500.0;8632;Éxito;g;Chorizos;Alimentos Frescos;Medio-Alto
Chorizos Españoles;Zenú;100.0;13090;Éxito;g;Chorizos;Alimentos Frescos;Alto
Chorizos de Res y Cerdo;Ranchera;560.0;15250;Éxito;g;Chorizos;Alimentos Frescos;Alto
Chorizos de Res;Aberdeen;500.0;16300;Éxito;g;Chorizos;Alimentos Frescos;Alto
Chorizos de Tamaño Normal;Zenú;250.0;5944;Éxito;g;Chorizos;Alimentos Frescos;Medio
Chorizos Santarrosanos;Montefrío;500.0;11850;Éxito;g;Chorizos;Alimentos Frescos;Medio-Alto
Chorizos de Ternera;Montefrío;500.0;12350;Éxito;g;Chorizos;Alimentos Frescos;Medio-Alto
Chorizos de Tamaño Normal;Super Carnelly;1125.0;16450;Éxito;g;Chorizos;Alimentos Frescos;Alto
Chorizos de Tamaño Normal;Rica;1000.0;15250;Éxito;g;Chorizos;Alimentos Frescos;Alto
Chorizos de Res y Cerdo;Ranchera;560.0;13850;Ara;g;Chorizos;Alimentos Frescos;Alto
Chorizos Santarrosanos;Kai;360.0;6150;Ara;g;Chorizos;Alimentos Frescos;Medio
Chorizos Antioqueños;Zenú;500.0;13390;Jumbo;g;Chorizos;Alimentos Frescos;Alto
Chorizos de Ternera de Coctel;Montefrío;300.0;8790;Jumbo;g;Chorizos;Alimentos Frescos;Medio-Alto
Chorizos Antioqueños de Coctel;Zenú;300.0;12990;Jumbo;g;Chorizos;Alimentos Frescos;Alto
Chorizos Santarrosanos;Montefrío;500.0;11990;Jumbo;g;Chorizos;Alimentos Frescos;Medio-Alto
Chorizos Campesinos;Viandé;225.0;3850;D1;g;Chorizos;Alimentos Frescos;Medio
Chorizos Santarrosanos;Viandé;225.0;4990;D1;g;Chorizos;Alimentos Frescos;Medio
Chorizos de Ternera;Viandé;500.0;9990;D1;g;Chorizos;Alimentos Frescos;Medio-Alto
Chorizos Vela;Lourisierra;80.0;7450;D1;g;Chorizos;Alimentos Frescos;Medio-Alto
Pasta para Lasaña;Past Itálica;250.0;3930;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para Lasaña;Monticello;400.0;11850;Éxito;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta para Lasaña;Pastas La Muñeca;200.0;4850;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para Lasaña;Pastas La Muñeca;400.0;7250;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta para Lasaña;Doria;250.0;9010;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta de Tomate;Full Circle;170.0;7490;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta de Tomate;Casino;400.0;18550;Éxito;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta de Tomate;Éxito;200.0;3960;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta de Tomate;Hunts;170.0;6950;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta de Tomate;Hunts;340.0;13250;Éxito;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta de Tomate;Éxito;250.0;4150;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta de Tomate;La Constancia;200.0;4500;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta de Tomate;Fruco;200.0;4800;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta de Tomate;Hunts;680.0;11390;Éxito;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta de Tomate;Doridelicias;370.0;8660;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta para el Tanque del Sanitario;Tergo;48.0;4320;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para el Tanque del Sanitario;Tergo;48.0;4650;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para el Tanque del Sanitario;Pato;144.0;11180;Éxito;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta para el Tanque del Sanitario;Éxito;50.0;4960;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para el Tanque del Sanitario;Éxito;100.0;7280;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta para el Tanque del Sanitario;Éxito;150.0;10070;Éxito;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta para el Tanque del Sanitario;Tergo;144.0;12950;Éxito;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta para el Tanque del Sanitario;Pato;48.0;5100;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para el Tanque del Sanitario;Pato;48.0;5470;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para el Tanque del Sanitario;Harpic;45.0;4670;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para el Tanque del Sanitario;Pato;96.0;8080;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta para el Tanque del Sanitario;Harpic;180.0;14500;Éxito;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta para el Tanque del Sanitario;Pato;48.0;5287;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para el Tanque del Sanitario;Tergo;48.0;4980;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para el Tanque del Sanitario;Tergo;144.0;12950;Éxito;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta en Conchas;Ekono;250.0;1200;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Conchas;Conzazoni;500.0;5670;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta en Conchas;Pastas La Muñeca;250.0;1580;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Conchas;Doria;250.0;1600;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Conchas;Pastas La Muñeca;250.0;1580;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Conchas;Doria;250.0;1710;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta Cabello de Angel;Conzazoni;500.0;5770;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta Cabello de Angel;Pastas La Muñeca;500.0;2750;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta Cabello de Angel;Pastas La Muñeca;250.0;1460;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta Cabello de Angel;Conzazoni;500.0;5730;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta Cabello de Angel;Doria;250.0;1700;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta Cabello de Angel;Doria;500.0;3210;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta en Tornillos;Reggia;500.0;5990;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta en Tornillos;Doria;250.0;1670;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Tornillos;De Cecco;500.0;8490;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta en Tornillos;Monticello;500.0;5680;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta en Tornillos;Conzazoni;500.0;5870;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta en Tornillos;Doria;250.0;2390;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Tornillos;Doria;500.0;3850;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta de Arroz;El Dorado;250.0;4840;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta de Arroz;El Dorado;250.0;5300;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta de Arroz;Best Choice;300.0;11600;Éxito;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta de Arroz;Best Choice;400.0;6860;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta de Ajo;El Rey;250.0;5820;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta de Ajo;El Rey;250.0;5560;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta de Ajo;Aderezos;1050.0;11090;Éxito;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta para la Tasa del Sanitario;Pato;42.0;6870;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta para la Tasa del Sanitario;Pato;42.0;9380;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta para la Tasa del Sanitario;Pato;42.0;7170;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta para la Tasa del Sanitario;Pato;42.0;7170;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta de Cocción Rápida;Casino;500.0;5180;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta en Corbatas;Barilla;500.0;7750;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta en Corbatas;Pastas La Muñeca;250.0;1580;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta de Cocción Rápida;Casino;500.0;5990;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta de Cocción Rápida;Casino;500.0;6350;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta de Maíz;El Dorado;250.0;4140;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta de Maíz;El Dorado;250.0;4690;Éxito;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta en Letras;Doria;250.0;1710;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Letras;Pastas La Muñeca;250.0;1580;Éxito;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta para Lasaña;Doria;200.0;3500;Ara;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para el Tanque del Sanitario;Agente X;52.0;3400;Ara;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta en Conchas;Doria;250.0;1500;Ara;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Letras;Doria;250.0;1450;Ara;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta para Lasaña;Pastas La Muñeca;400.0;7590;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta para Lasaña;Pastas La Muñeca;200.0;3990;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para Lasaña;Monticello;400.0;9592;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta de Tomate;Fruco;200.0;4990;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta de Tomate;La Constancia;200.0;4490;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para el Tanque del Sanitario;Pato;144.0;12590;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta para el Tanque del Sanitario;Tergo;144.0;14390;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta para el Tanque del Sanitario;Tergo;144.0;14390;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Alto
Pasta para el Tanque del Sanitario;Pato;96.0;9790;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta para el Tanque del Sanitario;Pato;48.0;5390;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para el Tanque del Sanitario;Pato;48.0;5390;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta para el Tanque del Sanitario;Tergo;48.0;5190;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta en Conchas;Conzazoni;500.0;5190;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta en Conchas;Pastas La Muñeca;250.0;1550;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Conchas;Pastas La Muñeca;250.0;1550;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Conchas;Doria;250.0;1650;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Conchas;Doria;250.0;1650;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta Cabello de Angel;Conzazoni;500.0;5190;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta Cabello de Angel;Pastas La Muñeca;500.0;2890;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta Cabello de Angel;Pastas La Muñeca;250.0;1550;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta Cabello de Angel;Doria;500.0;2790;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta Cabello de Angel;Doria;250.0;1750;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Tornillos;Monticello;500.0;5790;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta en Tornillos;Conzazoni;500.0;5190;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta en Tornillos;Doria;500.0;3390;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta en Tornillos;Doria;250.0;2150;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Tornillos;Doria;250.0;1750;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta de Arroz;Best Choice;300.0;8393;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta de Arroz;El Dorado;250.0;5190;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta de Arroz;El Dorado;250.0;5190;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta de Arroz;Best Choice;400.0;4893;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta de Ajo;El Rey;250.0;5990;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta de Ajo;El Rey;250.0;5990;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta para la Tasa del Sanitario;Pato;42.0;7790;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio-Alto
Pasta en Corbatas;Pastas La Muñeca;250.0;1550;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta de Maíz;El Dorado;250.0;5190;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Medio
Pasta en Letras;Doria;250.0;1750;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Letras;Pastas La Muñeca;250.0;1550;Jumbo;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta de Tomate;Zev;200.0;1990;D1;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Conchas;Capríssima;250.0;750;D1;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta Cabello de Angel;Capríssima;250.0;1350;D1;g;Pasta;Alimentos Secos y Enlatados;Bajo
Pasta en Tornillos;Deliziare;500.0;2650;D1;g;Pasta;Alimentos Secos y Enlatados;Bajo
Mermelada de Cereza;Smucker's;340.0;14900;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Alto
Mermelada de Frambuesa;Casino;370.0;13050;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Alto
Mermelada de Fresa;Casino;370.0;9990;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada de Fresa;Casino;730.0;23166;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Alto
Mermelada de Fresa;La Constancia;200.0;3400;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio
Mermelada Dietética de Fresa;Konfyt;250.0;10720;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Alto
Mermelada Dietética de Mora;Konfyt;250.0;10720;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Alto
Mermelada de Piña;San Jorge;200.0;2810;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Bajo
Mermelada Dietética de Piña;Diety;230.0;9170;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada de Uva;Smucker's;340.0;12900;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Alto
Mermelada Dietética de Fresa;Diety;230.0;9180;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada Dietética de Mora;Diety;230.0;9220;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada de Fresa;La Constancia;400.0;4560;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio
Mermelada de Fresa;San Jorge;400.0;5830;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada de Fresa;Éxito;310.0;6270;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada Dietética de Frutos Rojos;Taeq;230.0;4920;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio
Mermelada Dietética de Fresa;Éxito;200.0;3510;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio
Mermelada Dietética de Mora;Éxito;200.0;3510;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio
Mermelada Dietética de Piña;Éxito;200.0;3510;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio
Mermelada de Melocotón;Casino;370.0;9980;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada de Mora;Fruco;315.0;7690;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada de Mora;La Constancia;400.0;6730;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada de Mora;San Jorge;400.0;6130;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada de Mora;La Constancia;200.0;3180;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Bajo
Mermelada de Mora;Éxito;310.0;6270;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada Dietética de Mora;Taeq;230.0;9030;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada de Piña;La Constancia;400.0;6730;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada de Piña;La Constancia;200.0;3770;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio
Mermelada de Piña;Éxito;310.0;6270;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada Dietética de Piña;Taeq;230.0;7160;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada de Naranja;Canutos;240.0;12400;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Alto
Mermelada de Piña;San Jorge;400.0;5850;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio-Alto
Mermelada de Mora;San Jorge;200.0;4350;Éxito;g;Mermelada;Alimentos Secos y Enlatados;Medio
Mermelada de Fresa;Glaz;180.0;1690;Ara;g;Mermelada;Alimentos Secos y Enlatados;Bajo
Mermelada de Piña;Glaz;180.0;1690;Ara;g;Mermelada;Alimentos Secos y Enlatados;Bajo
Mermelada de Mora;Glaz;180.0;1690;Ara;g;Mermelada;Alimentos Secos y Enlatados;Bajo
Mermelada de Mora;La Constancia;200.0;2990;Jumbo;g;Mermelada;Alimentos Secos y Enlatados;Bajo
