,nombre,marca,presentacion,precio,lugar
370,Panecillo Blanco,Mamá Inés, 300 g,3 712 $,Éxito
371,Pan Blanco Tajado,Bimbo, 730 g,5 770 $,Éxito
372,Pan Blanco para Hamburguesa,Bimbo, 350 g,3 700 $,Éxito
373,Pan Blanco Tajado con Mantequilla,Bimbo, 600 g,4 850 $,Éxito
374,Pan Blanco para Perro,Éxito, 205 g,1 120 $,Éxito
375,Pan Blanco Tajado,Comapan, 700 g,5 160 $,Éxito
376,Pan Blanco Tajado con Mantequilla,Éxito, 500 g,4 030 $,Éxito
377,Pan Blanco Tajado,Perman, 450 g,3 300 $,Éxito
378,Queso Crema,Président, 125 g,6 990 $,Éxito
379,Queso Crema,Alpina, 200 g,2 584 $,Éxito
380,Queso Crema,Alpina, 380 g,5 610 $,Éxito
381,Queso Crema,Alpina, 200 g,3 610 $,Éxito
382,Queso Crema Dietético,Taeq, 200 g,4 390 $,Éxito
383,Queso Crema Dietético,Colanta, 230 g,5 200 $,Éxito
384,Queso Crema,Éxito, 200 g,2 790 $,Éxito
385,Queso Crema Dietético,Finesse, 200 g,5 230 $,Éxito
386,Queso Crema,El Zarzal, 380 g,6 000 $,Éxito
387,Queso Crema,Colanta, 400 g,6 340 $,Éxito
388,Queso Crema,Alpina, 380 g,4 080 $,Éxito
389,Papel Higiénico Triple Hoja,Éxito, 118 m,5 700 $,Éxito
390,Papel Higiénico Triple Hoja,Familia, 156 m,5 990 $,Éxito
391,Papel Higiénico Triple Hoja Suave,Suave Gold, 222 m,11 450 $,Éxito
392,Papel Higiénico Triple Hoja,Familia, 360 m,16 650 $,Éxito
393,Papel Higiénico Triple Hoja,Familia, 312 m,13 100 $,Éxito
394,Papel Higiénico Triple Hoja,Familia, 104 m,4 660 $,Éxito
395,Papel Higiénico Triple Hoja,Familia, 156 m,7 850 $,Éxito
396,Papel Higiénico Triple Hoja,Familia, 456 m,14 450 $,Éxito
397,Papel Higiénico Triple Hoja,Familia, 152 m,5 390 $,Éxito
398,Papel Higiénico Triple Hoja,Familia, 312 m,11 990 $,Éxito
399,Papel Higiénico Triple Hoja,Éxito, 600 m,14 650 $,Éxito
400,Papel Higiénico Triple Hoja,Familia, 288 m,16 250 $,Éxito
401,Papel Higiénico Triple Hoja,Familia, 96 m,5 450 $,Éxito
402,Papel Higiénico Triple Hoja Suave,Familia, 360 m,21 150 $,Éxito
403,Papel Higiénico Triple Hoja Suave,Familia, 120 m,8 330 $,Éxito
404,Papel Higiénico Doble Hoja Suave,Suave Gold, 148 m,6 770 $,Éxito
405,Papel Higiénico Doble Hoja Suave,Suave Gold, 444 m,17 100 $,Éxito
406,Papel Higiénico Triple Hoja,Elite, 312 m,15 280 $,Éxito
407,Papel Higiénico Doble Hoja,Familia, 312 m,11 510 $,Éxito
408,Papel Higiénico Triple Hoja,Scott, 360 m,12 170 $,Éxito
409,Papel Higiénico Triple Hoja,Familia, 38 m,1 840 $,Éxito
410,Papel Higiénico Triple Hoja,Familia, 390 m,21 750 $,Éxito
411,Papel Higiénico Triple Hoja,Scott, 120 m,6 260 $,Éxito
412,Papel Higiénico Triple Hoja,Rosal, 540 m,23 500 $,Éxito
413,Papel Higiénico Triple Hoja,Rosal, 144 m,6 392 $,Éxito
414,Papel Higiénico Triple Hoja,Scott, 120 m,6 940 $,Éxito
415,Papel Higiénico Triple Hoja Suave,Suave Gold, 148 m,10 490 $,Éxito
416,Papel Higiénico Triple Hoja Suave,Scott, 360 m,22 671 $,Éxito
417,Papel Higiénico Triple Hoja,Scott, 144 m,7 210 $,Éxito
418,Papel Higiénico Triple Hoja,Scott, 432 m,15 750 $,Éxito
419,Papel Higiénico Triple Hoja Suave,Suave Gold, 444 m,25 900 $,Éxito
420,Atún en Lomitos en Aceite,Isabel, 350 g,10 640 $,Éxito
421,Atún en Lomitos en Aceite,Van Camp's, 640 g,22 700 $,Éxito
422,Atún en Lomitos en Aceite de Oliva,Van Camp's, 240 g,11 690 $,Éxito
423,Atún en Lomitos en Aceite de Oliva,Van Camp's, 160 g,7 300 $,Éxito
424,Atún en Lomitos en Aceite de Oliva,Éxito, 170 g,7 410 $,Éxito
425,Atún en Lomitos en Aceite de Oliva,Van Camp's, 200 g,16 050 $,Éxito
426,Atún en Lomitos en Agua con Limón,Van Camp's, 240 g,11 900 $,Éxito
427,Atún en Lomitos en Agua,Van Camp's, 240 g,11 900 $,Éxito
428,Atún en Lomitos en Agua,Isabel, 350 g,9 780 $,Éxito
429,Atún en Lomitos con Vegetales,Alamar, 160 g,4 530 $,Éxito
430,Atún en Lomitos en Aceite de Oliva,Van Camp's, 320 g,15 150 $,Éxito
431,Atún en Lomitos en Agua,Van Camp's, 160 g,4 990 $,Éxito
432,Atún en Lomitos en Agua,Van Camp's, 640 g,20 450 $,Éxito
433,Atún en Lomitos en Agua,Van Camp's, 354 g,13 850 $,Éxito
434,Atún en Lomitos en Aceite,Robinson Crusoe, 170 g,6 560 $,Éxito
435,Atún en Lomitos en Agua,Robinson Crusoe, 170 g,5 930 $,Éxito
436,Atún Esparcible,Isabel, 80 g,5 590 $,Éxito
437,Atún Rallado en Aceite,Ekono, 170 g,2 420 $,Éxito
438,Atún en Lomitos en Aceite,Isabel, 170 g,4 750 $,Éxito
439,Atún en Lomitos en Aceite de Oliva,Éxito, 240 g,10 120 $,Éxito
440,Atún en Lomitos con Vegetales,Isabel, 160 g,4 430 $,Éxito
441,Atún en Lomitos,Alamar, 170 g,10 040 $,Éxito
442,Atún en Lomitos en Agua,Isabel, 175 g,5 150 $,Éxito
443,Atún en Lomitos en Aceite,Éxito, 170 g,5 300 $,Éxito
444,Atún en Lomitos en Agua,Éxito, 170 g,3 633 $,Éxito
445,Atún en Lomitos en Agua con Limón,Alamar, 170 g,5 780 $,Éxito
446,Atún en Lomitos en Aceite,Isabel, 175 g,5 600 $,Éxito
447,Atún en Lomitos en Aceite de Oliva,Isabel, 240 g,14 950 $,Éxito
448,Atún en Lomitos en Aceite,Van Camp's, 240 g,11 100 $,Éxito
449,Atún en Lomitos en Agua,Isabel, 240 g,11 128 $,Éxito
450,Atún en Lomitos en Agua,Van Camp's, 240 g,11 390 $,Éxito
451,Atún en Lomitos en Aceite,Éxito, 240 g,9 990 $,Éxito
452,Atún en Lomitos en Agua,Éxito, 240 g,9 260 $,Éxito
453,Atún en Lomitos,Robinson Crusoe, 320 g,9 990 $,Éxito
454,Atún en Lomitos en Aceite,Robinson Crusoe, 320 g,12 990 $,Éxito
455,Atún en Lomitos en Aceite,Van Camp's, 160 g,5 990 $,Éxito
456,Espaguetis,Pastas La Muñeca, 500 g,2 790 $,Éxito
457,Espaguetis Planos,Monticello, 500 g,5 820 $,Éxito
458,Espaguetis,Doria,1 000 g,4 280 $,Éxito
459,Espaguetis,Conzazoni,1 000 g,12 200 $,Éxito
460,Espaguetis,Conzazoni, 500 g,5 870 $,Éxito
461,Espaguetis Planos,De Cecco, 500 g,11 970 $,Éxito
462,Espaguetis Integrales,Taeq, 250 g,6 510 $,Éxito
463,Espaguetis,Monticello, 500 g,5 580 $,Éxito
464,Espaguetis,Doria, 500 g,3 220 $,Éxito
465,Espaguetis,Corticella, 500 g,8 660 $,Éxito
466,Espaguetis Integrales,Doria, 500 g,4 300 $,Éxito
467,Espaguetis,Doria, 250 g,1 910 $,Éxito
468,Espaguetis,Pastas La Muñeca, 200 g, 950 $,Éxito
469,Espaguetis,Il Castello, 250 g,11 340 $,Éxito
470,Espaguetis,Pastas La Muñeca,1 000 g,4 610 $,Éxito
471,Espaguetis Gruesos,Conzazoni, 500 g,6 040 $,Éxito
472,Espaguetis Integrales,Conzazoni, 500 g,6 370 $,Éxito
473,Espaguetis Gruesos,Monticello, 500 g,5 790 $,Éxito
474,Espaguetis Planos,Barilla, 500 g,6 470 $,Éxito
475,Espaguetis en Tubos,Pastas La Muñeca, 250 g,1 460 $,Éxito
476,Espaguetis Gruesos,Conzazoni, 250 g,3 326 $,Éxito
477,Espaguetis,Barilla, 500 g,4 600 $,Éxito
478,Espaguetis,Casino, 500 g,7 490 $,Éxito
479,Espaguetis Integrales,Monticello, 500 g,6 950 $,Éxito
480,Espaguetis,Doria, 400 g,2 512 $,Éxito
481,Espaguetis,De Cecco, 500 g,7 990 $,Éxito
482,Espaguetis,Doria, 250 g,1 528 $,Éxito
483,Espaguetis Gruesos,Conzazoni,1 000 g,7 420 $,Éxito
484,Espaguetis,Doria, 250 g,1 680 $,Éxito
485,Espaguetis,Pastas La Muñeca, 250 g,1 750 $,Éxito
486,Espaguetis en Tubos,Doria, 250 g,1 700 $,Éxito
487,Espaguetis,Ekono, 250 g, 670 $,Éxito
488,Espaguetis,Doria, 500 g,4 440 $,Éxito
489,Queso en Lonchas,Borden, 126 g,5 450 $,Éxito
490,Queso en Lonchas,Borden, 185 g,7 990 $,Éxito
491,Queso en Lonchas,Borden, 372 g,10 990 $,Éxito
492,Queso en Lonchas Dietético,Finesse, 300 g,10 710 $,Éxito
493,Queso en Lonchas Dietético,Finesse, 239 g,8 390 $,Éxito
494,Queso en Lonchas Dietético,Finesse, 500 g,18 600 $,Éxito
495,Queso en Lonchas,Colanta, 250 g,8 940 $,Éxito
496,Queso en Lonchas,Alpina, 249 g,11 900 $,Éxito
497,Queso en Lonchas,Alpina, 415 g,16 200 $,Éxito
498,Queso en Lonchas,Éxito, 450 g,12 750 $,Éxito
499,Arroz Arborio,Roland, 453 g,15 300 $,Éxito
500,Arroz con Coco,Éxito, 300 g,3 590 $,Éxito
501,Arroz Integral,Florhuila,1 000 g,5 020 $,Éxito
502,Arroz Integral,Roa,1 000 g,3 990 $,Éxito
503,Arroz Integral,Roa,1 000 g,5 990 $,Éxito
504,Arroz Integral,Taeq,1 000 g,3 670 $,Éxito
505,Arroz Jazmín,P & I Gourmet, 454 g,17 100 $,Éxito
506,Arroz Oriental,Éxito, 300 g,3 590 $,Éxito
507,Arroz para Sushi,La Sabana, 568 g,19 150 $,Éxito
508,Arroz para Sushi,Nishiki, 907 g,15 400 $,Éxito
509,Arroz Parbolizado,Doña Pepa,3 000 g,13 250 $,Éxito
510,Arroz Parbolizado,Doña Pepa,1 000 g,4 260 $,Éxito
511,Arroz Carnaroli,Castellano,1 000 g,18 000 $,Éxito
512,Arroz Salvaje,La Sabana, 454 g,36 650 $,Éxito
513,Arroz con Coco,Diana, 500 g,2 200 $,Éxito
514,Pechuga de Pollo,Pollocoa, 1 kg,13 500 $,Éxito
515,Salsa de Tomate,Fruco, 380 g,7 880 $,Éxito
516,Salsa de Tomate,Éxito, 600 g,4 710 $,Éxito
517,Salsa de Tomate,Éxito, 800 g,6 150 $,Éxito
518,Pechuga de Pollo,Friko, 1.5 kg,24 675 $,Éxito
519,Pechuga de Pollo,Pollocoa, 2 kg,28 800 $,Éxito
520,Salsa de Tomate,Ekono, 500 g,2 490 $,Éxito
521,Salsa de Tomate,La Constancia,1 000 g,7 688 $,Éxito
522,Salsa de Tomate,La Constancia, 600 g,5 453 $,Éxito
523,Salsa de Tomate Dietética,Fruco, 180 g,5 220 $,Éxito
524,Salsa de Tomate,La Constancia, 200 g,2 610 $,Éxito
525,Salsa de Tomate,La Constancia, 400 g,4 538 $,Éxito
526,Salsa de Tomate,Heinz, 397 g,7 670 $,Éxito
527,Salsa de Tomate,San Jorge, 600 g,6 720 $,Éxito
528,Salsa de Tomate,Fruco, 600 g,7 990 $,Éxito
529,Salsa de Tomate,Ekono,1 000 g,6 560 $,Éxito
530,Salsa de Tomate,Éxito, 200 g,2 910 $,Éxito
531,Salsa de Tomate,Éxito, 400 g,4 710 $,Éxito
532,Salsa de Tomate,Heinz, 397 g,8 080 $,Éxito
533,Salsa de Tomate,Heinz, 567 g,11 640 $,Éxito
534,Salsa de Tomate Dietética,Konfyt, 350 g,9 520 $,Éxito
535,Salsa de Tomate,Fruco, 400 g,4 160 $,Éxito
536,Salsa de Tomate,Fruco,1 000 g,9 990 $,Éxito
537,Salsa de Tomate,Le Select,1 000 g,6 590 $,Éxito
538,Salsa de Tomate,Shurfine, 227 g,3 307 $,Éxito
539,Salsa de Tomate,Casino, 190 g,5 490 $,Éxito
540,Salsa de Tomate,Doria, 200 g,3 070 $,Éxito
541,Salsa de Tomate,Doria, 200 g,3 090 $,Éxito
542,Salsa de Tomate,Doria, 200 g,3 110 $,Éxito
543,Salsa de Tomate,Barilla, 400 g,8 990 $,Éxito
544,Salsa de Tomate,Fruco, 900 g,9 990 $,Éxito
545,Salsa de Tomate,Fruco, 400 g,5 360 $,Éxito
546,Salsa de Tomate,San Jorge, 200 g,3 210 $,Éxito
547,Salsa de Tomate,Fruco, 200 g,4 340 $,Éxito
548,Salsa de Tomate,Fruco, 400 g,5 990 $,Éxito
549,Salsa de Tomate Dietética,La Constancia, 200 g,3 760 $,Éxito
550,Salsa de Tomate Dietética,La Constancia, 400 g,6 770 $,Éxito
551,Salsa de Tomate,Fruco, 600 g,8 790 $,Éxito
552,Salsa de Tomate,Fruco, 180 g,5 490 $,Éxito
553,Salsa de Tomate,Fruco, 380 g,9 470 $,Éxito
554,Pechuga de Pollo,Friko, 2 kg,29 800 $,Éxito
555,Pechuga de Pollo,Friko, 2 kg,29 800 $,Éxito
556,Salsa de Tomate,Fruco, 200 g,2 600 $,Éxito
557,Sal Marina,Refisal, 465 g,3 810 $,Éxito
558,Sal Marina,Refisal, 110 g,1 150 $,Éxito
559,Sal Marina,Refisal, 800 g,3 820 $,Éxito
560,Sal Común con Pimentón,Refisal, 70 g,5 180 $,Éxito
561,Sal Parrillera,Refisal, 454 g,5 880 $,Éxito
562,Sal Marina,Porter, 135 g,2 370 $,Éxito
563,Cristales de Sal,Refisal, 500 g,8 430 $,Éxito
564,Sal Común,Refisal,1 000 g,1 540 $,Éxito
565,Sal del Himalaya,Refisal, 110 g,9 490 $,Éxito
566,Sal del Himalaya,Refisal, 400 g,14 300 $,Éxito
567,Sal Común Reducida en Sodio,Refisal, 120 g,3 640 $,Éxito
568,Sal Común Reducida en Sodio,Refisal, 500 g,6 920 $,Éxito
569,Sal Común Reducida en Sodio,Refisal, 500 g,6 390 $,Éxito
570,Sal Común,Refisal, 130 g, 800 $,Éxito
571,Sal Común,Refisal, 750 g,2 520 $,Éxito
572,Cristales de Sal,Refisal, 370 g,14 210 $,Éxito
573,Sal Común,Refisal, 500 g,2 480 $,Éxito
574,Sal Común Reducida en Sodio con Ajo,Refisal, 70 g,5 570 $,Éxito
575,Sal Común Reducida en Sodio con Hierbas,Refisal, 70 g,5 570 $,Éxito
576,Sal Común Reducida en Sodio con Pimienta,Refisal, 90 g,5 570 $,Éxito
577,Sal Común con Limón,Refisal, 30 g,2 020 $,Éxito
578,Harina de Trigo con Polvo para Hornear,haz de oros,1 000 g,4 410 $,Éxito
579,Harina de Trigo,haz de oros,2 500 g,7 530 $,Éxito
580,Harina de Trigo,haz de oros, 500 g,1 700 $,Éxito
581,Harina de Trigo,haz de oros,1 000 g,3 780 $,Éxito
582,Detergente Líquido,Cheer,4 430 ml,61 500 $,Éxito
583,Detergente Líquido para Prendas Delicadas,Vel Rosita,3 000 ml,32 750 $,Éxito
584,Detergente Líquido,Woolite,4 000 ml,31 280 $,Éxito
585,Detergente Líquido con Aroma Floral,Puro,1 800 ml,9 730 $,Éxito
586,Detergente Líquido para Prendas Delicadas,Vel Rosita, 900 ml,12 450 $,Éxito
587,Detergente Líquido,Woolite,1 000 ml,13 400 $,Éxito
588,Detergente Líquido con Aroma Floral,Lavomatic,3 900 ml,28 350 $,Éxito
589,Detergente Líquido Ecológico,Top Terra,1 000 ml,10 250 $,Éxito
590,Detergente Líquido para Prendas Delicadas con Aroma a Coco,Coco, 900 ml,13 500 $,Éxito
591,Detergente Líquido,Lavomatic,1 000 ml,12 380 $,Éxito
592,Detergente Líquido,Fab,1 900 ml,24 400 $,Éxito
593,Detergente Líquido con Suavizante,Arm & Hammer,2 218 ml,27 450 $,Éxito
594,Detergente Líquido,Woolite,2 000 ml,33 600 $,Éxito
595,Detergente Líquido,Lavomatic,1 000 ml,25 550 $,Éxito
596,Detergente Líquido con Suavizante y Aloe Vera,Fab,1 900 ml,25 800 $,Éxito
597,Detergente Líquido para Ropa de Color,Ariel,1 000 ml,18 800 $,Éxito
598,Detergente Líquido,Ariel,1 000 ml,19 050 $,Éxito
599,Detergente Líquido,Ariel,1 200 ml,13 250 $,Éxito
600,Detergente Líquido,Ariel,3 000 ml,49 000 $,Éxito
601,Detergente Líquido,Ariel, 400 ml,9 700 $,Éxito
602,Detergente Líquido,Ariel, 500 ml,11 360 $,Éxito
603,Detergente Líquido,Ariel, 40 ml,1 090 $,Éxito
604,Detergente Líquido,Dersa,2 000 ml,13 464 $,Éxito
605,Detergente Líquido,Tide,1 360 ml,31 200 $,Éxito
606,Detergente Líquido Ecológico,Top Terra,3 000 ml,31 500 $,Éxito
607,Detergente Líquido,Lavomatic,3 000 ml,30 700 $,Éxito
608,Detergente Líquido,Fab,1 000 ml,9 300 $,Éxito
609,Detergente Líquido,Gain,1 470 ml,24 450 $,Éxito
610,Detergente Líquido,Gain,4 430 ml,54 000 $,Éxito
611,Detergente Líquido,Lavomatic,1 900 ml,22 150 $,Éxito
612,Detergente Líquido para Prendas Delicadas,Éxito,1 000 ml,11 490 $,Éxito
613,Detergente Líquido para Prendas Delicadas,Éxito,2 000 ml,19 700 $,Éxito
614,Detergente Líquido para Prendas Delicadas,Éxito, 500 ml,7 330 $,Éxito
615,Detergente Líquido,Lavomatic,1 800 ml,13 500 $,Éxito
616,Detergente Líquido,Fab, 900 ml,10 040 $,Éxito
617,Detergente Líquido,Dersa,1 000 ml,7 663 $,Éxito
618,Detergente Líquido,Fab,3 000 ml,33 000 $,Éxito
619,Detergente Líquido para Ropa Blanca,Éxito,1 000 ml,12 000 $,Éxito
620,Detergente Líquido para Ropa Blanca,Éxito,2 000 ml,14 100 $,Éxito
621,Detergente Líquido,Éxito,2 000 ml,12 600 $,Éxito
622,Detergente Líquido para Prendas Delicadas,Panty Shower, 300 ml,7 150 $,Éxito
623,Detergente Líquido para Ropa Oscura,BlancoX,1 800 ml,12 200 $,Éxito
624,Detergente Líquido para Ropa Oscura,Éxito,1 000 ml,8 760 $,Éxito
625,Detergente Líquido para Ropa Oscura,BlancoX,1 900 ml,15 950 $,Éxito
626,Detergente Líquido para Ropa Oscura,Éxito,2 000 ml,19 350 $,Éxito
627,Detergente Líquido,BlancoX,1 900 ml,15 950 $,Éxito
628,Detergente Líquido,Tide,4 430 ml,66 100 $,Éxito
629,Detergente Líquido para Prendas Delicadas,Vel Rosita,1 900 ml,22 300 $,Éxito
630,Detergente Líquido para Ropa de Color,Woolite,1 000 ml,10 744 $,Éxito
631,Detergente Líquido para Ropa de Color,Woolite,2 000 ml,30 600 $,Éxito
632,Detergente Líquido para Ropa Oscura,Woolite,1 000 ml,16 100 $,Éxito
633,Detergente Líquido para Ropa Oscura,Woolite,2 000 ml,29 300 $,Éxito
634,Detergente Líquido,Woolite,1 000 ml,10 184 $,Éxito
635,Detergente Líquido,Woolite,2 000 ml,24 700 $,Éxito
636,Detergente Líquido,Limpia Ya!,1 000 ml,3 880 $,Éxito
637,Detergente Líquido,BlancoX,1 800 ml,12 850 $,Éxito
638,Detergente Líquido,Éxito,1 000 ml,10 692 $,Éxito
639,Detergente Líquido para Prendas Delicadas con Aroma a Coco,Coco,3 000 ml,38 050 $,Éxito
640,Detergente Líquido para Prendas Delicadas,Vel Rosita,1 000 ml,13 220 $,Éxito
641,Detergente Líquido para Prendas Delicadas con Aroma a Coco,Coco, 300 ml,4 250 $,Éxito
642,Detergente Líquido para Prendas Delicadas con Aroma a Coco,Coco,1 800 ml,20 900 $,Éxito
643,Detergente Líquido para Prendas Delicadas,Vel Rosita,1 800 ml,20 050 $,Éxito
644,Detergente Líquido para Prendas Delicadas,BlancoX, 200 ml,5 000 $,Éxito
645,Detergente Líquido para Prendas Delicadas,Panty Shower, 300 ml,7 010 $,Éxito
646,Detergente Líquido para Prendas Delicadas con Aroma a Coco,Coco,3 600 ml,27 800 $,Éxito
647,Detergente Líquido,Tide,1 470 ml,29 800 $,Éxito
648,Detergente Líquido Ecológico,Top Terra,1 000 ml,12 350 $,Éxito
649,Detergente Líquido Ecológico,Top Terra,2 000 ml,17 150 $,Éxito
650,Detergente Líquido para Ropa Oscura,Vel Rosita,1 900 ml,23 000 $,Éxito
651,Detergente Líquido,Ariel,2 000 ml,34 200 $,Éxito
652,Detergente Líquido con Suavizante y Aloe Vera,Fab,1 800 ml,12 750 $,Éxito
653,Detergente Líquido,BlancoX,3 600 ml,18 850 $,Éxito
654,Detergente Líquido,Fab,1 800 ml,14 600 $,Éxito
655,Chocolate Esparcible,Chocoramo, 350 g,13 600 $,Éxito
656,Chocolate Esparcible,Nutella, 350 g,17 600 $,Éxito
657,Chocolate Esparcible,Nutella, 750 g,39 400 $,Éxito
658,Chocolate Esparcible,Jet, 350 g,10 850 $,Éxito
659,Champaña,Codorniu, 750 ml,75 500 $,Éxito
660,Champaña,Moët & Chandon, 750 ml,285 200 $,Éxito
661,Champaña,Moët & Chandon, 750 ml,361 100 $,Éxito
662,Champaña,Veuve Clicquot, 750 ml,308 200 $,Éxito
663,Champaña,Veuve Clicquot, 750 ml,311 600 $,Éxito
664,Champaña,Mumm, 750 ml,195 900 $,Éxito
665,Champaña,Dom Pérignon, 750 ml,968 700 $,Éxito
666,Vino Tinto Merlot,Frontera,2 250 ml,89 800 $,Éxito
667,Vino Tinto Carmenere,Santa Rita 120, 750 ml,56 900 $,Éxito
668,Vino Blanco Chardonnay,Santa Rita 120, 750 ml,63 200 $,Éxito
669,Vino Tinto Merlot,Santa Rita 120, 750 ml,62 300 $,Éxito
670,Vino Blanco Sauvignon,Santa Rita 120, 750 ml,62 900 $,Éxito
671,Vino Rosado,Santa Rita 120, 750 ml,62 500 $,Éxito
672,Vino Tinto Cabernet Sauvignon,Santa Rita 120, 750 ml,63 200 $,Éxito
673,Vino Tinto Shiraz Reserva,Norton, 750 ml,97 100 $,Éxito
674,Vino Rosado Pinot Noir,Cono Sur, 750 ml,24 900 $,Éxito
675,Vino Tinto Cabernet Sauvignon,Amaru, 750 ml,32 093 $,Éxito
676,Vino Tinto de Cocina,Grajales, 750 ml,24 900 $,Éxito
677,Vino Blanco de Cocina,Alta Cocina, 750 ml,16 800 $,Éxito
678,Vino Tinto de Cocina,Alta Cocina, 750 ml,15 750 $,Éxito
679,Vino Blanco Chardonnay,Las Moras, 750 ml,40 400 $,Éxito
680,Vino Blanco,Isabella, 750 ml,19 100 $,Éxito
681,Vino Blanco,Casillero del Diablo, 375 ml,39 500 $,Éxito
682,Vino Blanco Chardonnay,Casillero del Diablo, 750 ml,69 600 $,Éxito
683,Vino Blanco Chardonnay,Gato Negro, 750 ml,39 200 $,Éxito
684,Vino Blanco Chardonnay,Carlo Rossi, 750 ml,26 900 $,Éxito
685,Vino Blanco Chardonnay,Indomita, 750 ml,57 800 $,Éxito
686,Vino Blanco Chardonnay,Gallo, 750 ml,29 900 $,Éxito
687,Vino Blanco Chardonnay,Marques de Casa Concha, 750 ml,129 700 $,Éxito
688,Vino Blanco Chardonnay Gran Reserva,Sibaris, 750 ml,101 900 $,Éxito
689,Vino Blanco Chardonnay,Pueblo del Sol, 750 ml,19 900 $,Éxito
690,Vino Blanco Chardonnay,Santa Helena, 750 ml,32 050 $,Éxito
691,Vino Blanco Chardonnay,Santa Rita, 750 ml,30 900 $,Éxito
692,Vino Blanco Chardonnay,Undurraga, 750 ml,41 900 $,Éxito
693,Vino Blanco Chardonnay Varietal,Valdivieso, 750 ml,37 900 $,Éxito
694,Vino Blanco Chardonnay,Castillo de Molina, 750 ml,74 200 $,Éxito
695,Vino Blanco,Santa Julia, 750 ml,34 900 $,Éxito
696,Vino Blanco,Segu Olle,1 000 ml,19 200 $,Éxito
697,Vino de Consagrar,Grajales, 750 ml,20 900 $,Éxito
698,Vino Blanco,Rioja Bordón, 750 ml,49 200 $,Éxito
699,Vino Blanco Espumoso Otro,Alteza, 750 ml,16 200 $,Éxito
700,Vino Blanco,Undurraga, 750 ml,129 900 $,Éxito
701,Vino Blanco Chardonnay Reserva,Aliwen, 750 ml,53 900 $,Éxito
702,Vino Blanco Sauvignon Reserva,Epica, 750 ml,60 600 $,Éxito
703,Vino Blanco Reserva,Casillero del Diablo, 750 ml,86 900 $,Éxito
704,Vino Blanco,Marqués de Riscal, 750 ml,57 900 $,Éxito
705,Vino Blanco Sauvignon,Lazo, 750 ml,27 900 $,Éxito
706,Vino Blanco Sauvignon,Navarro Correas, 750 ml,213 400 $,Éxito
707,Vino Blanco Sauvignon,Santa Rita 120,2 250 ml,115 800 $,Éxito
708,Vino Blanco Sauvignon Reserva,Aliwen, 750 ml,53 900 $,Éxito
709,Vino Blanco Sauvignon,Santa Helena, 750 ml,45 900 $,Éxito
